"1" "Training %" 10 20 30 40 50
"2" "Naive Bayes isobar" 54.7044191059321 57.292605716614 61.9978891017485 60.1049994272405 59.4490456604031
"3" "Naive Bayes PVDM" 42.7036582153452 43.2998862876429 43.7362211723763 43.8686070779178 40.58528303412
"4" "Naive Bayes PVDBOW" 70.1143891482548 70.7007605509584 73.3296386672972 70.6438605366972 70.7947766968549
"5" "SVM isobar" 50.9811336776617 58.9872328193252 66.9499575693472 67.8200470941923 66.782716591372
"6" "SVM PVDM" 44.9747781362243 46.3774083358683 51.4527341114554 50.9786181211387 52.1393960293002
"7" "SVM PVDBOW" 71.3339940923505 73.7072805916667 77.0048742625087 75.7938128562898 76.2761553136085
